transaction_id,account_id,customer_name,transaction_type,amount,transaction_date,branch,city,balance_after,customer_age,account_type
68270,104661,Robert Sheikh,Bill Payment,5922.78,2025-11-14,Uttara,Dhaka,44938.8,18,Fixed Deposit
68271,100481,Rahim Sheikh,ATM Withdrawal,5611.01,2023-02-26,Gulshan,Dhaka,112346.16,40,Fixed Deposit
68272,110412,John Akter,ATM Withdrawal,375.48,2025-01-01,Barisal Main,Barisal,121222.38,56,Fixed Deposit
68273,108345,Michael Rahman,Bill Payment,12111.83,2024-03-04,Uttara,Dhaka,45066.49,66,Fixed Deposit
68274,100058,William Williams,Loan Payment,33559.27,2023-01-31,Sylhet Main,Sylhet,172496.36,64,Current
68275,114695,William Khan,Deposit,882.86,2023-09-12,GEC Circle,Chattogram,128383.74,53,Savings
68276,101855,John Smith,Deposit,21476.66,2025-06-16,Khulna Main,Khulna,75298.48,72,Fixed Deposit
68277,109410,Emma Ahmed,ATM Withdrawal,10111.8,2024-08-17,Uttara,Dhaka,110261.05,53,Savings
68278,108245,Nusrat Akter,Bill Payment,21198.9,2025-06-08,Banani,Dhaka,98418.4,23,Fixed Deposit
68279,114269,Sara Islam,Bill Payment,9910.33,2026-05-28,Gulshan,Dhaka,77173.17,72,Savings
68280,101243,Tanvir Sarker,Online Purchase,15173.1,2025-03-22,Rajshahi Main,Rajshahi,86555.32,42,Current
68281,101879,Michael Roy,Deposit,8909.12,2023-04-12,GEC Circle,Chattogram,110488.91,66,Savings
68282,113111,Sultana Smith,ATM Withdrawal,5484.11,2025-03-31,Agrabad,Chattogram,74985.24,69,Savings
68283,114636,Michael Hossain,Bill Payment,20829.99,2024-11-01,Barisal Main,Barisal,89785.24,35,Savings
68284,104156,William Das,Bill Payment,25304.09,2022-08-24,GEC Circle,Chattogram,81243.65,75,Fixed Deposit
68285,112007,Sara Khan,Online Purchase,12662.04,2022-06-13,Sylhet Main,Sylhet,212472.18,24,Savings
68286,106684,Sophia Chowdhury,Bill Payment,6749.53,2022-07-22,Banani,Dhaka,169793.14,65,Current
68287,100242,Hasan Ahmed,Bill Payment,20162.33,2025-05-24,Motijheel,Dhaka,11388.01,41,Fixed Deposit
68288,107613,Fatema Brown,Loan Payment,42389.05,2022-04-02,Khulna Main,Khulna,101051.79,40,Fixed Deposit
68289,103332,William Chowdhury,Withdrawal,5308.53,2025-09-18,Khulna Main,Khulna,144360.5,57,Savings
68290,101366,Ahmed Sarker,Bill Payment,2628.93,2025-07-13,Agrabad,Chattogram,81280.65,41,Fixed Deposit
68291,111058,Olivia Johnson,Withdrawal,30598.9,2023-06-11,Uttara,Dhaka,0,34,Fixed Deposit
68292,100382,Rakib Rahman,Transfer,5017.85,2023-06-13,Barisal Main,Barisal,86758.11,41,Current
68293,112272,Michael Brown,Withdrawal,2973.28,2023-10-20,Barisal Main,Barisal,0,72,Fixed Deposit
68294,109988,Jannat Sheikh,Online Purchase,20060.94,2025-05-12,Gulshan,Dhaka,219723.56,31,Fixed Deposit
68295,105727,William Sarker,Online Purchase,3629.49,2022-08-13,Khulna Main,Khulna,92319.01,65,Fixed Deposit
68296,112200,Linda Talukder,Deposit,28991.43,2026-03-27,Barisal Main,Barisal,71078.62,53,Savings
68297,104899,Robert Roy,Bill Payment,39042.91,2024-07-24,Barisal Main,Barisal,0,18,Savings
68298,111871,Rakib Johnson,ATM Withdrawal,3974.46,2024-02-28,Banani,Dhaka,72662.17,30,Current
68299,113862,Mim Uddin,Deposit,10930.42,2026-08-09,Khulna Main,Khulna,86510.84,39,Current
68300,108008,Karim Brown,Withdrawal,12086.05,2026-01-24,Gulshan,Dhaka,147393.59,26,Fixed Deposit
68301,107513,Olivia Talukder,Withdrawal,18125.93,2025-10-23,Khulna Main,Khulna,17137.55,48,Savings
68302,109959,Sara Williams,Bill Payment,2344.08,2023-04-11,Khulna Main,Khulna,0,66,Savings
68303,113279,Rahim Sheikh,ATM Withdrawal,8921.11,2024-01-14,Motijheel,Dhaka,64183.56,43,Current
68304,104300,Sara Sheikh,Transfer,9051.34,2023-02-21,Rajshahi Main,Rajshahi,95214.09,45,Current
68305,106382,Sara Chowdhury,Bill Payment,3866.4,2023-06-04,Barisal Main,Barisal,77012.69,41,Fixed Deposit
68306,103924,Linda Smith,Withdrawal,1236.32,2023-05-05,Motijheel,Dhaka,61358.55,70,Fixed Deposit
68307,101509,Michael Brown,Bill Payment,28499.24,2026-08-24,Dhanmondi,Dhaka,73973.6,70,Fixed Deposit
68308,111432,Rahim Ahmed,Loan Payment,4279.45,2022-06-16,Sylhet Main,Sylhet,100416.83,65,Savings
68309,103374,John Ahmed,Transfer,9874.62,2022-12-12,Gulshan,Dhaka,87596.44,39,Savings
68310,105109,David Smith,Bill Payment,2647.41,2025-09-04,Gulshan,Dhaka,165549.86,20,Current
68311,101619,Fatema Roy,ATM Withdrawal,4564.17,2025-03-11,Rajshahi Main,Rajshahi,149731.1,30,Fixed Deposit
68312,112579,Arif Khan,ATM Withdrawal,1243.37,2024-04-18,Sylhet Main,Sylhet,0,72,Savings
68313,111266,Robert Brown,Loan Payment,39461.44,2024-04-20,GEC Circle,Chattogram,150394.15,27,Current
68314,100684,Olivia Islam,ATM Withdrawal,7702.69,2024-04-05,Dhanmondi,Dhaka,30464.47,61,Current
68315,109268,David Akter,ATM Withdrawal,3254.75,2024-12-17,Gulshan,Dhaka,123991.96,73,Savings
68316,106974,Ahmed Smith,ATM Withdrawal,2558.44,2025-04-28,Agrabad,Chattogram,85920.73,65,Savings
68317,102169,Hasan Rahman,Deposit,23868.24,2025-06-18,Gulshan,Dhaka,151804.0,68,Savings
68318,112313,Sultana Smith,Withdrawal,2172.76,2024-01-11,Rajshahi Main,Rajshahi,55856.72,55,Savings
68319,110626,Linda Chowdhury,ATM Withdrawal,1453.21,2024-03-22,Barisal Main,Barisal,1836.39,50,Savings
68320,105136,Emma Khan,Online Purchase,28768.34,2025-12-18,GEC Circle,Chattogram,39181.98,45,Fixed Deposit
68321,102571,Mary Sarker,Bill Payment,5485.74,2023-04-23,Dhanmondi,Dhaka,84355.67,61,Fixed Deposit
68322,113310,Robert Das,Withdrawal,14572.67,2022-02-09,GEC Circle,Chattogram,49981.95,21,Fixed Deposit
68323,108718,Ayesha Das,Loan Payment,55428.43,2025-03-04,Barisal Main,Barisal,162878.47,67,Current
68324,100959,Hasan Sarker,Withdrawal,4794.68,2023-11-22,Khulna Main,Khulna,22928.85,59,Savings
68325,110249,James Sarker,Bill Payment,10207.7,2026-06-14,Rajshahi Main,Rajshahi,97655.85,65,Current
68326,107472,Robert Akter,Transfer,31732.06,2025-08-31,Dhanmondi,Dhaka,79746.68,38,Fixed Deposit
68327,104368,Tanvir Hossain,Transfer,22136.89,2025-01-09,Agrabad,Chattogram,0,51,Fixed Deposit
68328,103894,Sultana Sarker,Withdrawal,3434.84,2025-01-12,Banani,Dhaka,65735.73,32,Fixed Deposit
68329,102877,Ahmed Chowdhury,Bill Payment,5472.93,2022-01-02,GEC Circle,Chattogram,0,74,Fixed Deposit
68330,106870,Fatema Sheikh,Online Purchase,6124.03,2023-03-04,Uttara,Dhaka,47032.55,37,Fixed Deposit
68331,104565,David Chowdhury,Bill Payment,3421.14,2025-02-18,Sylhet Main,Sylhet,125058.89,24,Current
68332,113564,Sultana Hossain,Deposit,35861.92,2022-12-14,Comilla Main,Comilla,84809.92,42,Fixed Deposit
68333,101062,Fatema Rahman,Bill Payment,17110.57,2026-07-08,Gulshan,Dhaka,115143.79,44,Current
68334,105194,Arif Williams,ATM Withdrawal,6077.86,2024-07-16,Agrabad,Chattogram,0,67,Savings
68335,109580,William Hossain,Transfer,22914.5,2024-02-03,Uttara,Dhaka,99678.94,40,Fixed Deposit
68336,109058,Sophia Chowdhury,Transfer,30894.91,2025-01-14,Sylhet Main,Sylhet,89741.07,26,Current
68337,103272,Sultana Akter,Deposit,23680.81,2025-06-03,Banani,Dhaka,136453.11,74,Current
68338,105087,Mim Akter,Withdrawal,12164.38,2025-11-08,Rajshahi Main,Rajshahi,28653.36,31,Fixed Deposit
68339,114345,Hasan Williams,Withdrawal,45421.41,2022-02-22,Agrabad,Chattogram,89040.73,33,Current
68340,113389,Sultana Williams,Withdrawal,1253.52,2022-08-30,Banani,Dhaka,66388.45,31,Current
68341,101041,Sophia Ahmed,Deposit,23327.71,2022-01-22,Motijheel,Dhaka,36901.32,45,Current
68342,110833,John Smith,Transfer,9713.93,2026-05-02,GEC Circle,Chattogram,174442.36,67,Current
68343,104537,Arif Miah,Loan Payment,7569.01,2023-02-19,Banani,Dhaka,0,27,Fixed Deposit
68344,100930,Michael Sarker,Transfer,12567.61,2024-03-23,Motijheel,Dhaka,103111.4,20,Current
68345,112996,Sophia Johnson,Deposit,25267.25,2023-05-13,Banani,Dhaka,107012.76,60,Current
68346,103849,Sara Das,Bill Payment,7496.72,2022-01-05,Khulna Main,Khulna,27095.15,43,Fixed Deposit
68347,101232,Jannat Miah,Online Purchase,19182.3,2023-11-11,Khulna Main,Khulna,111609.4,50,Fixed Deposit
68348,100720,Tanvir Islam,Transfer,24610.36,2024-08-06,Dhanmondi,Dhaka,102509.76,48,Current
68349,103466,Mary Ahmed,Bill Payment,42765.42,2022-12-30,Rajshahi Main,Rajshahi,194411.21,30,Current
68350,112055,Rakib Hossain,Online Purchase,11382.48,2024-03-30,Agrabad,Chattogram,176219.56,57,Savings
68351,111357,Rahim Roy,Transfer,26102.43,2025-08-06,GEC Circle,Chattogram,0,35,Savings
68352,110836,Ahmed Das,Deposit,23726.41,2024-12-12,Sylhet Main,Sylhet,104532.94,72,Savings
68353,109408,Robert Das,Bill Payment,8060.64,2025-06-18,Barisal Main,Barisal,0,65,Savings
68354,109578,Ayesha Ahmed,Online Purchase,4677.07,2024-05-07,Dhanmondi,Dhaka,6888.93,75,Current
68355,107520,William Akter,Transfer,115.87,2024-02-25,Barisal Main,Barisal,79255.07,38,Savings
68356,111588,Ayesha Hossain,Bill Payment,787.87,2026-06-07,Barisal Main,Barisal,62891.07,66,Current
68357,103303,Ahmed Rahman,Transfer,23382.68,2022-01-12,Rajshahi Main,Rajshahi,790.99,61,Fixed Deposit
68358,110564,Sultana Williams,Loan Payment,27889.9,2022-01-18,GEC Circle,Chattogram,105308.03,48,Current
68359,110922,Mary Ahmed,Withdrawal,4762.02,2022-07-26,GEC Circle,Chattogram,104524.01,27,Savings
68360,110798,James Uddin,Deposit,39624.3,2025-03-07,Gulshan,Dhaka,87320.78,24,Current
68361,102167,William Uddin,Loan Payment,25876.68,2026-05-15,Rajshahi Main,Rajshahi,183374.54,40,Current
68362,101993,Mim Das,Online Purchase,2349.1,2026-05-17,GEC Circle,Chattogram,100392.34,54,Savings
68363,103308,John Smith,Deposit,7223.43,2024-05-24,Motijheel,Dhaka,130033.09,52,Current
68364,108652,William Williams,Bill Payment,17891.67,2022-04-02,Sylhet Main,Sylhet,15534.72,49,Current
68365,112764,Robert Uddin,Loan Payment,5214.88,2025-01-31,Comilla Main,Comilla,32982.73,52,Savings
68366,102470,Jannat Williams,Online Purchase,8600.2,2024-10-08,Comilla Main,Comilla,147144.77,33,Fixed Deposit
68367,111975,Tanvir Das,ATM Withdrawal,3947.14,2022-05-29,Sylhet Main,Sylhet,0,68,Fixed Deposit
68368,111312,Ahmed Hossain,Deposit,48797.34,2023-11-11,Dhanmondi,Dhaka,158110.11,24,Fixed Deposit
68369,105033,Karim Khan,ATM Withdrawal,2545.05,2024-05-21,Barisal Main,Barisal,24693.21,57,Fixed Deposit
68370,113952,Sophia Smith,Online Purchase,7713.99,2024-03-30,Comilla Main,Comilla,2.63,63,Savings
68371,109196,Hasan Miah,Bill Payment,23083.96,2025-05-20,Uttara,Dhaka,40227.51,59,Fixed Deposit
68372,110669,Emma Uddin,Bill Payment,2310.88,2022-04-10,Banani,Dhaka,0,48,Fixed Deposit
68373,102635,John Rahman,ATM Withdrawal,2950.83,2024-04-08,Khulna Main,Khulna,23169.55,73,Savings
68374,107568,Rahim Talukder,Withdrawal,18192.33,2024-06-24,Sylhet Main,Sylhet,67091.24,28,Fixed Deposit
68375,100490,Robert Roy,Withdrawal,30402.15,2024-09-08,Khulna Main,Khulna,53981.44,19,Current
68376,104251,Sara Sarker,Transfer,8423.41,2023-08-28,Sylhet Main,Sylhet,0,51,Current
68377,100853,William Hossain,ATM Withdrawal,4871.16,2026-01-24,Motijheel,Dhaka,0,60,Savings
68378,107921,Mim Brown,Transfer,13727.34,2023-09-23,Khulna Main,Khulna,61793.96,19,Current
68379,111946,Mim Akter,Bill Payment,13195.1,2026-03-24,Khulna Main,Khulna,142326.6,41,Fixed Deposit
68380,110641,Mary Chowdhury,Transfer,17208.7,2023-05-03,Barisal Main,Barisal,239100.7,58,Current
68381,102627,Sophia Das,Bill Payment,26507.55,2026-07-30,Gulshan,Dhaka,134956.58,52,Current
68382,112502,Karim Williams,Transfer,12740.05,2024-10-24,Banani,Dhaka,93051.05,42,Fixed Deposit
68383,101645,Hasan Roy,Deposit,20070.75,2023-09-03,GEC Circle,Chattogram,19386.7,33,Current
68384,104825,Hasan Akter,Online Purchase,4937.82,2024-01-15,GEC Circle,Chattogram,120720.24,23,Fixed Deposit
68385,112335,Fatema Brown,Transfer,13579.46,2024-03-17,Khulna Main,Khulna,86411.92,41,Savings
68386,110702,Sultana Uddin,Transfer,10299.18,2022-10-12,Agrabad,Chattogram,0,19,Savings
68387,104856,Sophia Chowdhury,Withdrawal,15928.25,2026-01-02,Motijheel,Dhaka,158638.79,30,Savings
68388,103962,James Islam,Deposit,39440.46,2025-07-17,Barisal Main,Barisal,41629.05,45,Current
68389,103949,Nusrat Khan,Online Purchase,22879.42,2024-11-23,Gulshan,Dhaka,0,48,Current
68390,102395,Nusrat Smith,ATM Withdrawal,9400.39,2023-08-03,Agrabad,Chattogram,56920.58,71,Current
68391,111776,Hasan Ahmed,Bill Payment,14015.79,2024-03-27,Sylhet Main,Sylhet,0,51,Current
68392,113451,Ahmed Uddin,ATM Withdrawal,8175.59,2024-01-04,Agrabad,Chattogram,208284.51,51,Savings
68393,100007,Sara Sarker,ATM Withdrawal,12761.48,2023-07-23,Barisal Main,Barisal,8339.87,49,Fixed Deposit
68394,101240,Jannat Brown,Bill Payment,16108.35,2023-08-26,Rajshahi Main,Rajshahi,70451.14,63,Fixed Deposit
68395,112217,Arif Williams,Bill Payment,6853.0,2023-06-16,Motijheel,Dhaka,95786.28,41,Savings
68396,108340,John Williams,Online Purchase,6538.98,2024-12-26,Banani,Dhaka,187726.85,36,Fixed Deposit
68397,105570,Sara Smith,Withdrawal,833.77,2024-09-15,Agrabad,Chattogram,0,58,Current
68398,100343,William Uddin,Loan Payment,45439.94,2026-02-16,GEC Circle,Chattogram,46503.38,50,Fixed Deposit
68399,101604,Michael Das,Transfer,3313.04,2026-02-08,Comilla Main,Comilla,19581.11,60,Current
68400,108242,Fatema Akter,Bill Payment,17967.1,2024-05-03,Barisal Main,Barisal,0,20,Savings
68401,113450,Michael Akter,Bill Payment,9272.35,2022-12-20,Gulshan,Dhaka,95674.89,56,Fixed Deposit
68402,108175,Michael Johnson,Loan Payment,30146.35,2022-02-17,GEC Circle,Chattogram,46056.71,41,Savings
68403,102549,Tanvir Sarker,Loan Payment,20928.97,2022-04-18,Sylhet Main,Sylhet,49108.77,33,Fixed Deposit
68404,105488,Jannat Williams,Transfer,26784.25,2023-11-17,Agrabad,Chattogram,73393.91,70,Savings
68405,108594,Rakib Das,Loan Payment,34039.24,2025-01-09,Rajshahi Main,Rajshahi,89460.95,48,Fixed Deposit
68406,112418,Sultana Williams,ATM Withdrawal,8345.2,2022-03-28,GEC Circle,Chattogram,83269.39,54,Fixed Deposit
68407,110683,Olivia Brown,Transfer,8426.23,2023-05-02,Barisal Main,Barisal,86961.36,31,Fixed Deposit
68408,108912,Ahmed Akter,Loan Payment,17254.14,2025-09-06,Rajshahi Main,Rajshahi,27282.66,43,Fixed Deposit
68409,112417,William Ahmed,Withdrawal,25216.99,2022-06-03,Gulshan,Dhaka,90796.72,44,Savings
68410,103124,Rahim Das,ATM Withdrawal,10286.1,2023-06-18,Banani,Dhaka,0,60,Fixed Deposit
68411,107119,Olivia Sarker,Withdrawal,8427.36,2025-06-25,Motijheel,Dhaka,147111.09,31,Fixed Deposit
68412,113924,Sara Uddin,Transfer,8288.8,2022-02-20,Motijheel,Dhaka,163142.13,63,Savings
68413,111406,Jannat Brown,Online Purchase,5501.76,2025-03-12,Gulshan,Dhaka,29457.45,71,Fixed Deposit
68414,112112,Sultana Das,Online Purchase,41621.38,2024-05-11,Gulshan,Dhaka,131178.08,50,Savings
68415,102669,Karim Uddin,Online Purchase,6076.78,2024-08-28,Gulshan,Dhaka,134510.69,20,Savings
68416,112043,Karim Sarker,Withdrawal,17020.45,2026-01-27,Uttara,Dhaka,66535.73,18,Current
68417,110790,Rakib Chowdhury,Deposit,15566.96,2026-08-07,Comilla Main,Comilla,79259.75,55,Fixed Deposit
68418,113243,Fatema Akter,ATM Withdrawal,2678.55,2025-03-12,Dhanmondi,Dhaka,58527.16,27,Fixed Deposit
68419,112629,Karim Roy,Transfer,17315.54,2022-04-01,Rajshahi Main,Rajshahi,151373.02,36,Fixed Deposit
68420,113119,Priya Williams,ATM Withdrawal,4144.6,2025-02-28,Motijheel,Dhaka,150555.61,33,Current
68421,103643,Hasan Rahman,Withdrawal,26847.21,2024-08-05,Barisal Main,Barisal,28692.22,52,Savings
68422,103304,Karim Islam,Online Purchase,19186.51,2023-04-19,Barisal Main,Barisal,42523.44,71,Fixed Deposit
68423,112076,Priya Sheikh,Transfer,19304.95,2024-08-28,Dhanmondi,Dhaka,172102.05,67,Current
68424,110344,Rahim Rahman,Online Purchase,6105.66,2025-06-14,Agrabad,Chattogram,202940.77,54,Savings
68425,109245,Emma Miah,Transfer,8949.67,2022-01-25,Dhanmondi,Dhaka,99980.17,68,Fixed Deposit
68426,110605,Olivia Khan,Loan Payment,28653.74,2024-02-06,Comilla Main,Comilla,8848.71,65,Current
68427,113801,David Ahmed,Loan Payment,22264.32,2025-12-07,GEC Circle,Chattogram,5707.31,71,Fixed Deposit
68428,114113,Jannat Sarker,Deposit,40673.83,2023-02-07,Uttara,Dhaka,38170.71,21,Fixed Deposit
68429,105210,David Williams,Deposit,45287.08,2025-02-25,Sylhet Main,Sylhet,96311.48,75,Savings
68430,114919,Arif Uddin,Online Purchase,31182.08,2025-02-25,Agrabad,Chattogram,0,58,Savings
68431,108301,Rakib Sarker,Loan Payment,41133.34,2022-01-25,Rajshahi Main,Rajshahi,99601.68,36,Fixed Deposit
68432,109474,James Roy,Transfer,20948.22,2024-12-15,Banani,Dhaka,152959.33,23,Fixed Deposit
68433,107954,Karim Uddin,Withdrawal,13833.07,2022-03-21,Uttara,Dhaka,113785.53,34,Savings
68434,102781,Emma Miah,Withdrawal,32791.86,2025-07-17,Dhanmondi,Dhaka,122962.62,22,Fixed Deposit
68435,107400,James Roy,Transfer,17584.5,2026-03-28,Motijheel,Dhaka,206938.77,34,Fixed Deposit
68436,108818,Rahim Sheikh,Deposit,14509.12,2025-03-25,Comilla Main,Comilla,143704.11,44,Current
68437,108621,Olivia Sheikh,Deposit,2318.54,2023-02-25,Agrabad,Chattogram,31201.22,54,Savings
68438,110281,Ayesha Islam,Online Purchase,18839.94,2022-12-11,GEC Circle,Chattogram,116590.79,26,Current
68439,100023,Rakib Akter,Online Purchase,27122.97,2022-02-17,Uttara,Dhaka,0,30,Fixed Deposit
68440,111373,Sophia Ahmed,Bill Payment,14762.42,2025-02-28,Gulshan,Dhaka,92414.38,68,Current
68441,102867,William Johnson,Bill Payment,33273.51,2026-01-29,Sylhet Main,Sylhet,75453.81,34,Savings
68442,105819,Michael Brown,ATM Withdrawal,6448.01,2022-09-06,Sylhet Main,Sylhet,196909.71,32,Fixed Deposit
68443,111610,John Johnson,Deposit,45936.85,2025-12-12,Gulshan,Dhaka,189733.19,32,Current
68444,105249,Rakib Das,Online Purchase,21255.6,2026-04-10,Sylhet Main,Sylhet,69619.94,54,Fixed Deposit
68445,103300,Sophia Miah,Deposit,8864.24,2024-07-11,Agrabad,Chattogram,57373.79,70,Savings
68446,101308,Fatema Sarker,Transfer,15135.3,2024-01-17,Comilla Main,Comilla,43009.45,43,Fixed Deposit
68447,112929,Rahim Williams,Deposit,1256.76,2024-02-26,Agrabad,Chattogram,14340.53,30,Current
68448,108854,Sara Miah,Deposit,57214.79,2025-06-06,Motijheel,Dhaka,132112.79,46,Current
68449,103254,Karim Smith,Transfer,10378.88,2026-02-15,Motijheel,Dhaka,31382.34,62,Savings
68450,102216,Ayesha Talukder,Transfer,24310.58,2023-10-03,Barisal Main,Barisal,103318.75,45,Savings
68451,104153,Sophia Islam,Loan Payment,22030.54,2024-01-03,Rajshahi Main,Rajshahi,22591.15,20,Savings
68452,105764,Linda Rahman,Transfer,3463.69,2022-07-14,GEC Circle,Chattogram,79843.24,35,Savings
68453,109094,Tanvir Miah,Online Purchase,9942.05,2023-05-06,Rajshahi Main,Rajshahi,83656.31,33,Savings
68454,100635,Nusrat Johnson,Online Purchase,6832.18,2026-04-06,Sylhet Main,Sylhet,90477.63,24,Current
68455,103114,Sophia Das,Loan Payment,21362.41,2023-04-24,Uttara,Dhaka,63865.16,66,Fixed Deposit
68456,105780,Ayesha Miah,Transfer,8304.79,2025-06-21,Barisal Main,Barisal,56524.19,60,Savings
68457,100273,William Islam,Withdrawal,22340.62,2025-05-31,Sylhet Main,Sylhet,156990.54,64,Fixed Deposit
68458,112260,David Sarker,Bill Payment,6965.58,2025-06-03,Rajshahi Main,Rajshahi,163158.97,38,Fixed Deposit
68459,106943,Michael Miah,Online Purchase,6401.48,2024-12-05,Barisal Main,Barisal,56673.15,55,Current
68460,109966,Emma Ahmed,Withdrawal,13421.04,2023-01-26,Barisal Main,Barisal,112669.98,53,Current
68461,109598,Emma Rahman,Online Purchase,33602.89,2026-02-07,Sylhet Main,Sylhet,58139.08,21,Current
68462,113963,Rakib Williams,Transfer,23392.21,2023-12-08,Khulna Main,Khulna,212751.19,63,Fixed Deposit
68463,111368,Hasan Talukder,Bill Payment,29579.61,2022-11-04,Gulshan,Dhaka,0,55,Savings
68464,104752,Robert Rahman,Withdrawal,17487.19,2023-05-03,Dhanmondi,Dhaka,111325.14,59,Current
68465,107566,Tanvir Talukder,Transfer,51293.73,2023-03-20,Uttara,Dhaka,56734.45,26,Fixed Deposit
68466,103769,John Khan,Transfer,5843.74,2022-11-03,Khulna Main,Khulna,29552.17,25,Current
68467,101875,William Hossain,ATM Withdrawal,9881.76,2026-03-18,Gulshan,Dhaka,112608.41,63,Fixed Deposit
68468,111591,Linda Johnson,Deposit,46728.17,2025-09-19,Gulshan,Dhaka,0,24,Current
68469,110299,Michael Sheikh,Withdrawal,4962.23,2023-10-23,Rajshahi Main,Rajshahi,58620.23,35,Current
68470,111412,Fatema Uddin,Withdrawal,19178.85,2025-10-14,Uttara,Dhaka,105326.0,25,Fixed Deposit
68471,107149,David Khan,Online Purchase,1481.64,2026-02-01,Dhanmondi,Dhaka,52217.17,49,Current
68472,100303,Emma Talukder,Transfer,3478.85,2025-09-02,Gulshan,Dhaka,62554.44,64,Fixed Deposit
68473,110150,Nusrat Johnson,Deposit,9021.11,2024-07-11,GEC Circle,Chattogram,62848.41,55,Current
68474,100463,Hasan Williams,Withdrawal,18988.15,2025-06-08,Barisal Main,Barisal,126955.61,70,Current
68475,106494,James Sheikh,Withdrawal,40183.18,2025-05-24,Motijheel,Dhaka,73480.37,49,Savings
68476,102904,Ahmed Brown,Bill Payment,18375.49,2022-11-24,Dhanmondi,Dhaka,39474.88,70,Savings
68477,112415,Nusrat Chowdhury,Online Purchase,15554.47,2026-04-16,Barisal Main,Barisal,20841.84,27,Fixed Deposit
68478,100518,Olivia Das,Online Purchase,22419.52,2023-05-02,Barisal Main,Barisal,165659.89,31,Fixed Deposit
68479,114518,Rakib Talukder,Online Purchase,16188.43,2025-12-21,Khulna Main,Khulna,160686.2,26,Savings
68480,101807,Michael Miah,Loan Payment,7705.17,2023-02-06,Banani,Dhaka,102211.75,68,Savings
68481,107257,Karim Williams,Online Purchase,11536.34,2022-05-02,Gulshan,Dhaka,53313.95,49,Savings
68482,102549,Linda Akter,Withdrawal,10841.06,2024-05-11,Barisal Main,Barisal,142458.94,56,Current
68483,103074,Arif Johnson,Online Purchase,31671.43,2022-04-05,Banani,Dhaka,48663.77,43,Savings
68484,108609,Michael Akter,Deposit,22796.7,2022-06-19,Gulshan,Dhaka,156018.77,50,Current
68485,108329,Sara Khan,Online Purchase,27345.77,2023-01-05,Dhanmondi,Dhaka,63079.12,52,Fixed Deposit
68486,100170,Emma Akter,Deposit,58197.89,2024-06-12,Barisal Main,Barisal,91030.62,71,Current
68487,112215,Hasan Ahmed,Transfer,17593.92,2024-12-20,Khulna Main,Khulna,122514.35,67,Savings
68488,113292,Sara Khan,ATM Withdrawal,4294.64,2026-08-07,Rajshahi Main,Rajshahi,68039.99,30,Current
68489,114170,Olivia Ahmed,Deposit,34340.48,2023-01-23,Banani,Dhaka,72812.18,63,Savings
68490,104331,Rakib Akter,Online Purchase,18628.05,2024-06-26,Dhanmondi,Dhaka,99682.43,61,Current
68491,109416,Robert Williams,Loan Payment,44472.06,2022-08-05,Rajshahi Main,Rajshahi,46900.8,40,Fixed Deposit
68492,114166,James Sarker,Loan Payment,16863.52,2022-09-25,Banani,Dhaka,86564.62,37,Savings
68493,108886,Olivia Das,Loan Payment,17192.49,2024-09-01,Khulna Main,Khulna,77422.1,75,Current
68494,106992,Tanvir Smith,Online Purchase,8033.41,2022-10-30,Gulshan,Dhaka,35644.22,60,Fixed Deposit
68495,108398,Sara Smith,Withdrawal,4090.82,2024-09-25,Sylhet Main,Sylhet,82919.82,29,Fixed Deposit
68496,108441,Karim Sheikh,Loan Payment,30839.96,2024-01-16,Uttara,Dhaka,0,28,Savings
68497,106859,Priya Roy,Transfer,10402.05,2023-04-15,Sylhet Main,Sylhet,152704.73,35,Savings
68498,103081,William Roy,ATM Withdrawal,2367.62,2022-07-09,Rajshahi Main,Rajshahi,57880.95,45,Current
68499,110720,Sara Sheikh,ATM Withdrawal,2304.72,2022-11-25,Uttara,Dhaka,244426.27,35,Current
68500,103016,Sophia Islam,Transfer,10329.82,2022-02-12,Motijheel,Dhaka,13174.89,21,Current
68501,110895,Sara Hossain,Transfer,17651.66,2025-04-27,Uttara,Dhaka,0,62,Current
68502,109096,Robert Uddin,Deposit,35623.92,2025-06-23,Comilla Main,Comilla,47180.58,33,Savings
68503,107340,Priya Johnson,Bill Payment,8007.2,2023-04-30,Dhanmondi,Dhaka,96492.75,54,Current
68504,107568,Sophia Ahmed,Withdrawal,11849.72,2022-10-21,Agrabad,Chattogram,63161.59,47,Fixed Deposit
68505,108546,Rahim Islam,Loan Payment,5531.94,2022-05-27,Dhanmondi,Dhaka,81915.61,72,Current
68506,113533,Arif Talukder,ATM Withdrawal,9036.98,2026-07-02,Dhanmondi,Dhaka,114864.85,55,Savings
68507,113688,Robert Johnson,Transfer,28235.9,2025-08-12,Barisal Main,Barisal,168810.2,65,Current
68508,113862,Priya Sarker,ATM Withdrawal,6260.47,2025-05-18,Barisal Main,Barisal,2298.82,26,Current
68509,111389,Olivia Talukder,Withdrawal,3567.63,2022-03-02,Sylhet Main,Sylhet,0,57,Savings
68510,113613,John Ahmed,Online Purchase,19726.77,2024-01-04,Motijheel,Dhaka,186145.25,44,Current
68511,103231,James Khan,Online Purchase,15144.43,2023-09-03,Agrabad,Chattogram,104817.42,51,Current
68512,113205,Karim Talukder,Withdrawal,10635.7,2024-06-30,Barisal Main,Barisal,146065.19,60,Savings
